Date,State,TotalSamples,Negative,Positive
5/3/2021,Chandigarh,263410,240330,
5/3/2021,Chhattisgarh,4947113,,
5/3/2021,Delhi,12681441,,
5/3/2021,Goa,500978,,
5/3/2021,Gujarat,11937704,,
5/3/2021,Haryana,5760526,5485260,
5/3/2021,Himachal Pradesh,1123786,1064350,
5/3/2021,Jammu and Kashmir,5336858,5210005,
5/3/2021,Jharkhand,5583848,5463675,120173
5/3/2021,Karnataka,19146913,,
5/3/2021,Kerala,11779163,,
5/3/2021,Lakshadweep,35498,,
5/3/2021,Madhya Pradesh,5863341,5470101,
5/3/2021,Maharashtra,16686880,,
5/3/2021,Mizoram,236334,,
5/3/2021,Nagaland,131491,,
5/3/2021,Odisha,8427174,,
5/3/2021,Puducherry,637161,592586,
5/3/2021,Punjab,5126962,,
5/3/2021,Rajasthan,6376085,,
5/3/2021,Sikkim,79348,,
5/3/2021,Tamil Nadu,17736224,,
5/3/2021,Telangana,8883295,,
5/3/2021,Uttar Pradesh,31868690,,
5/3/2021,Uttarakhand,2454398,2357113,
5/3/2021,West Bengal,8658929,,
4/3/2021,Andaman and Nicobar Islands,274849,,5024
4/3/2021,Andhra Pradesh,14092251,13201934,
4/3/2021,Arunachal Pradesh,407377,378111,
4/3/2021,Assam,6905061,,
4/3/2021,Bihar,22559016,,
4/3/2021,Chandigarh,261609,238605,
4/3/2021,Chhattisgarh,4918996,,
4/3/2021,Delhi,12622319,,
4/3/2021,Goa,499371,,
4/3/2021,Gujarat,11894510,,
4/3/2021,Haryana,5739426,5464313,
4/3/2021,Himachal Pradesh,1119343,1060168,
4/3/2021,Jammu and Kashmir,5309652,5182880,
4/3/2021,Jharkhand,5570800,5450671,120129
4/3/2021,Karnataka,19068106,,
4/3/2021,Kerala,11713060,,
4/3/2021,Lakshadweep,34637,,
4/3/2021,Madhya Pradesh,5846420,5453637,
4/3/2021,Maharashtra,16596300,,
4/3/2021,Manipur,553091,,
4/3/2021,Meghalaya,374169,360203,
4/3/2021,Mizoram,235319,,
4/3/2021,Nagaland,131243,,
4/3/2021,Odisha,8405042,,
4/3/2021,Puducherry,635847,591471,44037
4/3/2021,Punjab,5097802,,
4/3/2021,Rajasthan,6360150,,
4/3/2021,Sikkim,79197,,
4/3/2021,Tamil Nadu,17681361,,
4/3/2021,Telangana,8842852,,
4/3/2021,Tripura,622887,589468,33419
4/3/2021,Uttar Pradesh,31749776,,
4/3/2021,Uttarakhand,2445312,2348078,
4/3/2021,West Bengal,8638078,,
3/3/2021,Andaman and Nicobar Islands,273010,,5022
3/3/2021,Andhra Pradesh,14047174,13156959,
3/3/2021,Arunachal Pradesh,407051,377785,
3/3/2021,Assam,6892401,,
3/3/2021,Bihar,22525216,,
3/3/2021,Chandigarh,259793,236870,
3/3/2021,Chhattisgarh,4893327,,
3/3/2021,Delhi,12555887,,
3/3/2021,Goa,497806,,
3/3/2021,Gujarat,11851954,,
3/3/2021,Haryana,5717809,5443032,
3/3/2021,Himachal Pradesh,1112759,1053744,
3/3/2021,Jammu and Kashmir,5281141,5154448,
3/3/2021,Jharkhand,5561652,5441584,120068
3/3/2021,Karnataka,18989488,,
3/3/2021,Kerala,11650019,,
3/3/2021,Lakshadweep,33417,,
3/3/2021,Madhya Pradesh,5830433,5438090,
3/3/2021,Maharashtra,16509506,,
3/3/2021,Manipur,552172,,
3/3/2021,Mizoram,234742,,
3/3/2021,Nagaland,131010,,
3/3/2021,Odisha,8383192,,
3/3/2021,Puducherry,634561,590179,44020
3/3/2021,Punjab,5069381,,
3/3/2021,Rajasthan,6343717,,
3/3/2021,Sikkim,79092,,
3/3/2021,Tamil Nadu,17630655,,
3/3/2021,Telangana,8801651,,
3/3/2021,Tripura,622896,589479,33417
3/3/2021,Uttar Pradesh,31631238,,
3/3/2021,Uttarakhand,2436780,2339646,
3/3/2021,West Bengal,8618587,,
2/3/2021,Andaman and Nicobar Islands,271193,,5020
2/3/2021,Andhra Pradesh,14010204,13120124,
2/3/2021,Arunachal Pradesh,406705,377439,
2/3/2021,Assam,6878793,,
2/3/2021,Bihar,22491500,,
2/3/2021,Chandigarh,258184,235319,
2/3/2021,Chhattisgarh,4866032,,
2/3/2021,Delhi,12487056,,
2/3/2021,Goa,496089,,
2/3/2021,Gujarat,11812132,,
2/3/2021,Haryana,5697283,5423353,
2/3/2021,Himachal Pradesh,1106000,1046870,
2/3/2021,Jammu and Kashmir,5253071,5126482,
2/3/2021,Jharkhand,5550422,5430385,120037
2/3/2021,Karnataka,18921149,,
2/3/2021,Kerala,11590373,,
2/3/2021,Lakshadweep,32849,,
2/3/2021,Madhya Pradesh,5813881,5421955,
2/3/2021,Maharashtra,16421879,,
2/3/2021,Manipur,551409,,
2/3/2021,Meghalaya,371538,357572,
2/3/2021,Mizoram,233304,,
2/3/2021,Nagaland,130743,,
2/3/2021,Odisha,8360145,,
2/3/2021,Puducherry,633005,588788,44006
2/3/2021,Punjab,5041833,,
2/3/2021,Rajasthan,6328173,,
2/3/2021,Sikkim,78883,,
2/3/2021,Tamil Nadu,17579872,,
2/3/2021,Telangana,8761207,,
2/3/2021,Uttar Pradesh,31505760,,
2/3/2021,Uttarakhand,2426085,2328996,
2/3/2021,West Bengal,8598257,,
1/3/2021,Andaman and Nicobar Islands,269799,,5020
1/3/2021,Andhra Pradesh,13974400,13084426,
1/3/2021,Arunachal Pradesh,406182,376917,
1/3/2021,Assam,6864937,,
1/3/2021,Bihar,22456253,,
1/3/2021,Chandigarh,256362,233566,
1/3/2021,Chhattisgarh,4839358,,
1/3/2021,Delhi,12420432,,
1/3/2021,Goa,494535,,
1/3/2021,Gujarat,11772956,,
1/3/2021,Haryana,5678599,5405118,
1/3/2021,Himachal Pradesh,1099742,1040965,
1/3/2021,Jammu and Kashmir,5226361,5099857,
1/3/2021,Jharkhand,5538599,5418613,119986
1/3/2021,Karnataka,18856902,,
1/3/2021,Kerala,11522279,,
1/3/2021,Lakshadweep,32397,,
1/3/2021,Madhya Pradesh,5798862,5407267,
1/3/2021,Maharashtra,16346358,,
1/3/2021,Manipur,550326,,
1/3/2021,Meghalaya,370067,356104,
1/3/2021,Mizoram,232293,,
1/3/2021,Nagaland,130436,,
1/3/2021,Odisha,8341917,,
1/3/2021,Puducherry,631520,587139,43977
1/3/2021,Punjab,5013117,,
1/3/2021,Rajasthan,6311140,,
1/3/2021,Sikkim,78786,,
1/3/2021,Tamil Nadu,17529663,,
1/3/2021,Telangana,8721026,,
1/3/2021,Tripura,621754,588340,33414
1/3/2021,Uttar Pradesh,31395891,,
1/3/2021,Uttarakhand,2417419,2320400,
1/3/2021,West Bengal,8579292,,
28-02-2021,Andaman and Nicobar Islands,268499,,5020
28-02-2021,Andhra Pradesh,13954131,13064215,
28-02-2021,Arunachal Pradesh,405804,376540,
28-02-2021,Assam,6850204,,
28-02-2021,Bihar,22434044,,
28-02-2021,Chandigarh,254433,231712,
28-02-2021,Chhattisgarh,4812273,,
28-02-2021,Delhi,12380699,,
28-02-2021,Goa,493367,,
28-02-2021,Gujarat,11739846,,
28-02-2021,Haryana,5669984,5396278,
28-02-2021,Himachal Pradesh,1094709,1036024,
28-02-2021,Jammu and Kashmir,5201665,5075224,
28-02-2021,Jharkhand,5528514,5408565,119949
28-02-2021,Karnataka,18796775,,
28-02-2021,Kerala,11476284,,
28-02-2021,Lakshadweep,31207,,
28-02-2021,Madhya Pradesh,5786018,5394759,
28-02-2021,Maharashtra,16284612,,
28-02-2021,Manipur,549740,,
28-02-2021,Meghalaya,369262,355300,
28-02-2021,Mizoram,232060,,
28-02-2021,Nagaland,130265,,
28-02-2021,Odisha,8321641,,
28-02-2021,Puducherry,630827,586422,43968
28-02-2021,Punjab,4999390,,
28-02-2021,Rajasthan,6304465,,
28-02-2021,Sikkim,78771,,
28-02-2021,Tamil Nadu,17479572,,
28-02-2021,Telangana,8700651,,
28-02-2021,Uttar Pradesh,31287226,,
28-02-2021,Uttarakhand,2406703,2309111,
28-02-2021,West Bengal,8563278,,
27-02-2021,Andaman and Nicobar Islands,267209,,5018
27-02-2021,Andhra Pradesh,13915009,13025210,
27-02-2021,Arunachal Pradesh,405647,376383,
27-02-2021,Assam,6844652,,
27-02-2021,Bihar,22403554,,
27-02-2021,Chandigarh,253339,230669,
27-02-2021,Chhattisgarh,4802023,,
27-02-2021,Delhi,12322927,,
27-02-2021,Goa,492143,,
27-02-2021,Gujarat,11706362,,
27-02-2021,Haryana,5657260,5382482,
27-02-2021,Himachal Pradesh,1093715,1035009,
27-02-2021,Jammu and Kashmir,5174945,5048562,
27-02-2021,Jharkhand,5518756,5398851,119905
27-02-2021,Karnataka,18712761,,
27-02-2021,Kerala,11413515,,
27-02-2021,Lakshadweep,30210,,
27-02-2021,Madhya Pradesh,5769798,5378902,
27-02-2021,Maharashtra,16199818,,
27-02-2021,Manipur,548903,,
27-02-2021,Mizoram,231396,,
27-02-2021,Nagaland,130147,,
27-02-2021,Odisha,8300449,,
27-02-2021,Puducherry,629389,585151,43960
27-02-2021,Punjab,4982773,,
27-02-2021,Rajasthan,6288702,,
27-02-2021,Tamil Nadu,17428757,,
27-02-2021,Telangana,8659666,,
27-02-2021,Uttar Pradesh,31171541,,
27-02-2021,Uttarakhand,2384737,2287788,
27-02-2021,West Bengal,8543514,,
26-02-2021,Andaman and Nicobar Islands,265852,,5017
26-02-2021,Andhra Pradesh,13877968,,
26-02-2021,Arunachal Pradesh,405335,376071,
26-02-2021,Assam,6832623,,
26-02-2021,Bihar,22371889,,
26-02-2021,Chandigarh,252022,229413,
26-02-2021,Chhattisgarh,4778537,,
26-02-2021,Delhi,12255443,,
26-02-2021,Goa,490555,,
26-02-2021,Gujarat,11666635,,
26-02-2021,Haryana,5636043,5361950,
26-02-2021,Himachal Pradesh,1090011,1031330,
26-02-2021,Jammu and Kashmir,5147460,5021174,
26-02-2021,Jharkhand,5505786,5385923,119863
26-02-2021,Karnataka,18639329,,
26-02-2021,Kerala,11339805,,
26-02-2021,Lakshadweep,29383,,
26-02-2021,Madhya Pradesh,5751586,5361080,
26-02-2021,Maharashtra,16112519,,
26-02-2021,Manipur,547871,,
26-02-2021,Mizoram,230420,,
26-02-2021,Nagaland,129926,,
26-02-2021,Odisha,8277713,,
26-02-2021,Puducherry,627975,583800,
26-02-2021,Punjab,4953750,,
26-02-2021,Rajasthan,6272778,,
26-02-2021,Sikkim,78485,,
26-02-2021,Tamil Nadu,17376129,,
26-02-2021,Telangana,8618845,,
26-02-2021,Tripura,620416,587012,33404
26-02-2021,Uttar Pradesh,31053915,,
26-02-2021,Uttarakhand,2369727,2272837,
26-02-2021,West Bengal,8523501,,
25-02-2021,Andaman and Nicobar Islands,264369,,5016
25-02-2021,Andhra Pradesh,13843190,12953605,
25-02-2021,Arunachal Pradesh,404999,375812,
25-02-2021,Assam,6820414,,
25-02-2021,Bihar,22339594,,
25-02-2021,Chandigarh,250130,227592,
25-02-2021,Chhattisgarh,4754502,,
25-02-2021,Delhi,12192675,,
25-02-2021,Goa,488742,,
25-02-2021,Gujarat,11626508,,
25-02-2021,Haryana,5614807,5340701,
25-02-2021,Himachal Pradesh,1082828,1024300,
25-02-2021,Jammu and Kashmir,5117679,4991478,
25-02-2021,Jharkhand,5495533,5375738,119795
25-02-2021,Karnataka,18562530,,
25-02-2021,Kerala,11271993,,
25-02-2021,Lakshadweep,28881,,
25-02-2021,Madhya Pradesh,5735516,5345342,
25-02-2021,Maharashtra,16026587,,
25-02-2021,Manipur,546862,,
25-02-2021,Meghalaya,365778,351817,
25-02-2021,Mizoram,229425,,
25-02-2021,Nagaland,129815,,
25-02-2021,Odisha,8255081,,
25-02-2021,Puducherry,625920,581752,43920
25-02-2021,Punjab,4926621,,
25-02-2021,Rajasthan,6255821,,
25-02-2021,Sikkim,78309,,
25-02-2021,Tamil Nadu,17323383,,
25-02-2021,Tripura,619842,586445,33397
25-02-2021,Uttar Pradesh,30930489,,
25-02-2021,Uttarakhand,2359483,2262646,
25-02-2021,West Bengal,8503417,,
24-02-2021,Andaman and Nicobar Islands,263090,,5016
24-02-2021,Andhra Pradesh,13807747,,
24-02-2021,Arunachal Pradesh,404737,375550,
24-02-2021,Assam,6806954,,
24-02-2021,Bihar,22306633,,
24-02-2021,Chandigarh,248384,225895,
24-02-2021,Chhattisgarh,4734574,,
24-02-2021,Delhi,12128677,,
24-02-2021,Goa,487110,,
24-02-2021,Gujarat,11586675,,
24-02-2021,Haryana,5595801,5321800,
24-02-2021,Himachal Pradesh,1077196,1018691,
24-02-2021,Jammu and Kashmir,5090890,4964797,
24-02-2021,Jharkhand,5483057,5363338,119719
24-02-2021,Karnataka,18494364,,
24-02-2021,Kerala,11208411,,
24-02-2021,Lakshadweep,28403,,
24-02-2021,Madhya Pradesh,5719677,5329871,
24-02-2021,Maharashtra,15941773,,
24-02-2021,Manipur,545722,,
24-02-2021,Meghalaya,364517,350559,
24-02-2021,Mizoram,228634,,
24-02-2021,Nagaland,129711,,
24-02-2021,Odisha,8230442,,
24-02-2021,Puducherry,624285,580101,43899
24-02-2021,Punjab,4902624,,
24-02-2021,Rajasthan,6238864,,
24-02-2021,Sikkim,78135,,
24-02-2021,Tamil Nadu,17272643,,
24-02-2021,Tripura,619392,585995,33397
24-02-2021,Uttar Pradesh,30789576,,
24-02-2021,Uttarakhand,2341175,2244355,
24-02-2021,West Bengal,8483021,,
23-02-2021,Andaman and Nicobar Islands,261719,,5016
23-02-2021,Andhra Pradesh,13775253,12888739,
23-02-2021,Arunachal Pradesh,404280,375093,
23-02-2021,Assam,6791871,,
23-02-2021,Bihar,22274557,,
23-02-2021,Chandigarh,246706,224258,
23-02-2021,Chhattisgarh,4708872,,
23-02-2021,Delhi,12072509,,
23-02-2021,Goa,485451,,
23-02-2021,Gujarat,11550722,,
23-02-2021,Haryana,5578079,5304693,
23-02-2021,Himachal Pradesh,1070823,1012001,
23-02-2021,Jammu and Kashmir,5062994,4936975,
23-02-2021,Jharkhand,5468632,5348945,119687
23-02-2021,Karnataka,18431322,,
23-02-2021,Kerala,11137843,,
23-02-2021,Lakshadweep,27527,,
23-02-2021,Madhya Pradesh,5704677,5315215,
23-02-2021,Maharashtra,15860912,,
23-02-2021,Manipur,544506,,
23-02-2021,Meghalaya,363076,349121,
23-02-2021,Mizoram,227698,,
23-02-2021,Nagaland,129522,,
23-02-2021,Odisha,8207302,,
23-02-2021,Puducherry,622216,578102,43871
23-02-2021,Punjab,4882164,,
23-02-2021,Rajasthan,6221798,,
23-02-2021,Tamil Nadu,17222248,,
23-02-2021,Tripura,618747,585352,32939
23-02-2021,Uttar Pradesh,30669496,,
23-02-2021,Uttarakhand,2333530,2236757,
23-02-2021,West Bengal,8462809,,
22-02-2021,Andaman and Nicobar Islands,260324,,5015
22-02-2021,Andhra Pradesh,13746985,12857646,
22-02-2021,Arunachal Pradesh,403950,374763,
22-02-2021,Assam,6777232,,
22-02-2021,Bihar,22241341,,
22-02-2021,Chandigarh,244956,222545,
22-02-2021,Chhattisgarh,4684828,,
22-02-2021,Delhi,12014182,,
22-02-2021,Goa,483675,,
22-02-2021,Gujarat,11516986,,
22-02-2021,Haryana,5563749,5291162,
22-02-2021,Himachal Pradesh,1063922,1005504,
22-02-2021,Jammu and Kashmir,5038661,4912736,
22-02-2021,Jharkhand,5457670,5338033,119637
22-02-2021,Karnataka,18380495,,
22-02-2021,Kerala,11068239,,
22-02-2021,Lakshadweep,26676,,
22-02-2021,Madhya Pradesh,5690292,5301078,
22-02-2021,Maharashtra,15793424,,
22-02-2021,Manipur,543414,,
22-02-2021,Meghalaya,361857,347903,
22-02-2021,Mizoram,226729,,
22-02-2021,Nagaland,129228,,
22-02-2021,Odisha,8189910,,
22-02-2021,Puducherry,621084,576657,43840
22-02-2021,Punjab,4860435,,
22-02-2021,Rajasthan,6202897,,
22-02-2021,Tamil Nadu,17170947,,
22-02-2021,Telangana,8471684,,
22-02-2021,Tripura,618010,584619,33391
22-02-2021,Uttar Pradesh,30546056,,
22-02-2021,Uttarakhand,2325000,2228281,
22-02-2021,West Bengal,8444507,,
21-02-2021,Andaman and Nicobar Islands,258773,,5014
21-02-2021,Andhra Pradesh,13728728,12839430,
21-02-2021,Arunachal Pradesh,403485,374298,
21-02-2021,Assam,6761696,,
21-02-2021,Bihar,22219581,,
21-02-2021,Chandigarh,243429,221056,
21-02-2021,Chhattisgarh,4661484,,
21-02-2021,Delhi,11971940,,
21-02-2021,Goa,482622,,
21-02-2021,Gujarat,11486652,,
21-02-2021,Haryana,5554991,5281722,
21-02-2021,Himachal Pradesh,1059214,1000814,
21-02-2021,Jammu and Kashmir,5018612,4892745,
21-02-2021,Jharkhand,5445617,5326021,119596
21-02-2021,Karnataka,18334627,,
21-02-2021,Kerala,11030136,,
21-02-2021,Lakshadweep,24868,,
21-02-2021,Madhya Pradesh,5677009,5288089,
21-02-2021,Maharashtra,15720259,,
21-02-2021,Manipur,542337,,
21-02-2021,Mizoram,226402,,
21-02-2021,Nagaland,129164,,
21-02-2021,Odisha,8167772,,
21-02-2021,Puducherry,620331,576227,43835
21-02-2021,Punjab,4850347,,
21-02-2021,Rajasthan,6196348,,
21-02-2021,Sikkim,77760,,
21-02-2021,Tamil Nadu,17120745,,
21-02-2021,Telangana,8456940,,
21-02-2021,Uttar Pradesh,30434156,,
21-02-2021,Uttarakhand,2319133,2222446,
21-02-2021,West Bengal,8429395,,
20-02-2021,Andaman and Nicobar Islands,257213,,5014
20-02-2021,Andhra Pradesh,13697048,,
20-02-2021,Arunachal Pradesh,403289,374102,
20-02-2021,Assam,6755773,,
20-02-2021,Bihar,22187704,,
20-02-2021,Chandigarh,242302,219960,
20-02-2021,Chhattisgarh,4650091,,
20-02-2021,Delhi,11908127,,
20-02-2021,Goa,481571,,
20-02-2021,Gujarat,11457831,,
20-02-2021,Haryana,5540336,5266993,
20-02-2021,Himachal Pradesh,1055772,997006,
20-02-2021,Jammu and Kashmir,4993409,4867626,
20-02-2021,Jharkhand,5431160,5311595,119565
20-02-2021,Karnataka,18279393,,
20-02-2021,Kerala,10972895,,
20-02-2021,Lakshadweep,22895,,
20-02-2021,Madhya Pradesh,5662175,5273554,
20-02-2021,Maharashtra,15652742,,
20-02-2021,Manipur,541446,,
20-02-2021,Meghalaya,360092,346140,
20-02-2021,Mizoram,225762,,
20-02-2021,Nagaland,129050,,
20-02-2021,Odisha,8147058,,
20-02-2021,Puducherry,618788,574693,43812
20-02-2021,Punjab,4833218,,
20-02-2021,Rajasthan,6178593,,
20-02-2021,Sikkim,77573,,
20-02-2021,Tamil Nadu,17070597,,
20-02-2021,Telangana,8433333,,
20-02-2021,Tripura,618010,584619,33391
20-02-2021,Uttar Pradesh,30308030,,
20-02-2021,Uttarakhand,2312851,2216194,
20-02-2021,West Bengal,8409392,,
19-02-2021,Andaman and Nicobar Islands,255675,,5014
19-02-2021,Andhra Pradesh,13670612,12781456,
19-02-2021,Arunachal Pradesh,403063,373876,
19-02-2021,Assam,6741534,,
19-02-2021,Bihar,22155721,,
19-02-2021,Chandigarh,240935,218619,
19-02-2021,Chhattisgarh,4628049,,
19-02-2021,Delhi,11846064,,
19-02-2021,Goa,479780,,
19-02-2021,Gujarat,11426929,,
19-02-2021,Haryana,5523274,5249973,
19-02-2021,Himachal Pradesh,1048130,989562,
19-02-2021,Jammu and Kashmir,4967246,4841531,
19-02-2021,Jharkhand,5415597,5296069,119528
19-02-2021,Karnataka,18221003,,
19-02-2021,Kerala,10906927,,
19-02-2021,Lakshadweep,21702,,
19-02-2021,Madhya Pradesh,5647841,5259477,
19-02-2021,Maharashtra,15588324,,
19-02-2021,Manipur,540337,,
19-02-2021,Meghalaya,358903,344952,
19-02-2021,Mizoram,224471,,
19-02-2021,Nagaland,128898,,
19-02-2021,Odisha,8123235,,
19-02-2021,Puducherry,617198,573117,43783
19-02-2021,Punjab,4813220,,
19-02-2021,Rajasthan,6161092,,
19-02-2021,Sikkim,77410,,
19-02-2021,Tamil Nadu,17019551,,
19-02-2021,Telangana,8409631,,
19-02-2021,Tripura,616899,583510,33389
19-02-2021,Uttar Pradesh,30173226,,
19-02-2021,Uttarakhand,2303686,2206655,
19-02-2021,West Bengal,8388854,,
18-02-2021,Andaman and Nicobar Islands,253718,,5014
18-02-2021,Andhra Pradesh,13644086,12755009,
18-02-2021,Arunachal Pradesh,402617,373430,
18-02-2021,Assam,6727393,,
18-02-2021,Bihar,22121258,,
18-02-2021,Chandigarh,239648,217351,
18-02-2021,Chhattisgarh,4606097,,
18-02-2021,Delhi,11785228,,
18-02-2021,Goa,478148,,
18-02-2021,Gujarat,11395504,,
18-02-2021,Haryana,5505000,5232132,
18-02-2021,Himachal Pradesh,1040755,981904,
18-02-2021,Jammu and Kashmir,4942425,4816791,
18-02-2021,Jharkhand,5397226,5277749,119477
18-02-2021,Karnataka,18159563,,
18-02-2021,Kerala,10839353,,
18-02-2021,Lakshadweep,20713,,
18-02-2021,Madhya Pradesh,5632931,5244864,
18-02-2021,Maharashtra,15521198,,
18-02-2021,Manipur,538938,,
18-02-2021,Mizoram,223448,,
18-02-2021,Nagaland,128754,,
18-02-2021,Odisha,8100749,,
18-02-2021,Puducherry,615362,571377,43769
18-02-2021,Punjab,4794887,,
18-02-2021,Rajasthan,6142865,,
18-02-2021,Sikkim,77263,,
18-02-2021,Tamil Nadu,16967271,,
18-02-2021,Telangana,8385870,,
18-02-2021,Tripura,615776,582422,33354
18-02-2021,Uttar Pradesh,30037025,,
18-02-2021,Uttarakhand,2294135,2197130,
18-02-2021,West Bengal,8368326,,
17-02-2021,Andaman and Nicobar Islands,251774,,5014
17-02-2021,Andhra Pradesh,13615847,12726837,
17-02-2021,Arunachal Pradesh,402086,372902,
17-02-2021,Assam,6714092,,
17-02-2021,Bihar,22086083,,
17-02-2021,Chandigarh,238048,215781,
17-02-2021,Chhattisgarh,4584157,,
17-02-2021,Delhi,11724787,,
17-02-2021,Goa,476682,,
17-02-2021,Gujarat,11364444,,
17-02-2021,Haryana,5489096,5216454,
17-02-2021,Himachal Pradesh,1032535,973971,
17-02-2021,Jammu and Kashmir,4917708,4792161,
17-02-2021,Jharkhand,5382715,5263276,119439
17-02-2021,Karnataka,18099928,,
17-02-2021,Kerala,10771847,,
17-02-2021,Lakshadweep,19652,,
17-02-2021,Madhya Pradesh,5618355,5230529,
17-02-2021,Maharashtra,15455268,,
17-02-2021,Manipur,537514,,
17-02-2021,Meghalaya,356663,342718,
17-02-2021,Mizoram,222475,,
17-02-2021,Nagaland,128623,,
17-02-2021,Odisha,8081375,,
17-02-2021,Puducherry,613649,569669,43749
17-02-2021,Punjab,4774987,,
17-02-2021,Rajasthan,6126862,,
17-02-2021,Sikkim,77097,,
17-02-2021,Tamil Nadu,16916170,,
17-02-2021,Telangana,8360950,,
17-02-2021,Tripura,615180,581828,33352
17-02-2021,Uttar Pradesh,29916634,,
17-02-2021,Uttarakhand,2286792,2189828,
17-02-2021,West Bengal,8349281,,
16-02-2021,Andaman and Nicobar Islands,250037,,5013
16-02-2021,Andhra Pradesh,13589373,12700414,
16-02-2021,Arunachal Pradesh,401518,372334,
16-02-2021,Assam,6699439,,
16-02-2021,Bihar,22055937,,
16-02-2021,Chandigarh,236728,214491,
16-02-2021,Chhattisgarh,4564098,,
16-02-2021,Delhi,11664901,,
16-02-2021,Goa,475057,,
16-02-2021,Gujarat,11332917,,
16-02-2021,Haryana,5478753,5205960,
16-02-2021,Himachal Pradesh,1025466,967097,
16-02-2021,Jammu and Kashmir,4892000,4766537,
16-02-2021,Jharkhand,5371930,5252536,119394
16-02-2021,Karnataka,18045304,,
16-02-2021,Kerala,10701894,,
16-02-2021,Lakshadweep,18510,,
16-02-2021,Madhya Pradesh,5603016,5215441,
16-02-2021,Maharashtra,15396444,,
16-02-2021,Manipur,536243,,
16-02-2021,Meghalaya,355905,341961,
16-02-2021,Mizoram,221744,,
16-02-2021,Nagaland,128499,,
16-02-2021,Odisha,8061146,,
16-02-2021,Puducherry,611825,568003,43731
16-02-2021,Punjab,4755811,,
16-02-2021,Rajasthan,6111693,,
16-02-2021,Sikkim,76903,,
16-02-2021,Tamil Nadu,16863820,,
16-02-2021,Telangana,8336255,,
16-02-2021,Uttar Pradesh,29793515,,
16-02-2021,Uttarakhand,2266583,2169663,
16-02-2021,West Bengal,8335250,,
15-02-2021,Andaman and Nicobar Islands,248562,,5009
15-02-2021,Andhra Pradesh,13565062,12676163,
15-02-2021,Arunachal Pradesh,400852,371668,
15-02-2021,Assam,6687517,,
15-02-2021,Bihar,22018681,,
15-02-2021,Chandigarh,235303,213096,
15-02-2021,Chhattisgarh,4541913,,
15-02-2021,Delhi,11607957,,
15-02-2021,Goa,473449,,
15-02-2021,Gujarat,11301404,,
15-02-2021,Haryana,5463792,5191581,
15-02-2021,Himachal Pradesh,1019339,961087,
15-02-2021,Jammu and Kashmir,4868541,4743136,
15-02-2021,Jharkhand,5360875,5241521,119354
15-02-2021,Karnataka,17998276,,
15-02-2021,Kerala,10627542,,
15-02-2021,Lakshadweep,17518,,
15-02-2021,Madhya Pradesh,5589287,5201945,
15-02-2021,Maharashtra,15359026,,
15-02-2021,Manipur,535045,,
15-02-2021,Meghalaya,354931,340989,
15-02-2021,Mizoram,220610,,
15-02-2021,Nagaland,128241,,
15-02-2021,Odisha,8043817,,
15-02-2021,Puducherry,609743,566026,43711
15-02-2021,Punjab,4735787,,
15-02-2021,Rajasthan,6093518,,
15-02-2021,Sikkim,76756,,
15-02-2021,Tamil Nadu,16813020,,
15-02-2021,Telangana,8311404,,
15-02-2021,Tripura,614394,581044,33350
15-02-2021,Uttar Pradesh,29672959,,
15-02-2021,Uttarakhand,2255193,2158326,
15-02-2021,West Bengal,8315899,,
14-02-2021,Andaman and Nicobar Islands,247289,,5009
14-02-2021,Andhra Pradesh,13546228,,
14-02-2021,Arunachal Pradesh,400354,371171,
14-02-2021,Assam,6671847,,
14-02-2021,Bihar,21987741,,
14-02-2021,Chandigarh,234069,211888,
14-02-2021,Chhattisgarh,4520503,,
14-02-2021,Delhi,11568892,,
14-02-2021,Goa,472229,,
14-02-2021,Gujarat,11273012,,
14-02-2021,Haryana,5454514,5181772,
14-02-2021,Himachal Pradesh,1014237,955942,
14-02-2021,Jammu and Kashmir,4846627,4721286,
14-02-2021,Jharkhand,5352653,5233337,119316
14-02-2021,Karnataka,17956031,,
14-02-2021,Kerala,10588079,,
14-02-2021,Lakshadweep,16808,,
14-02-2021,Madhya Pradesh,5575913,5188774,
14-02-2021,Maharashtra,15321608,,
14-02-2021,Manipur,533846,,
14-02-2021,Meghalaya,354157,340251,
14-02-2021,Mizoram,220482,,
14-02-2021,Nagaland,128108,,
14-02-2021,Odisha,8023978,,
14-02-2021,Puducherry,608343,564491,43691
14-02-2021,Punjab,4726971,,
14-02-2021,Rajasthan,6087241,,
14-02-2021,Tamil Nadu,16762668,,
14-02-2021,Telangana,8295638,,
14-02-2021,Tripura,614394,581044,33350
14-02-2021,Uttar Pradesh,29561480,,
14-02-2021,Uttarakhand,2247287,2150467,
14-02-2021,West Bengal,8300367,,
13-02-2021,Andaman and Nicobar Islands,245745,,5009
13-02-2021,Andhra Pradesh,13517440,,
13-02-2021,Arunachal Pradesh,400178,370995,
13-02-2021,Assam,6665457,,
13-02-2021,Bihar,21940459,,
13-02-2021,Chandigarh,233067,210904,
13-02-2021,Chhattisgarh,4509169,,
13-02-2021,Delhi,11511990,,
13-02-2021,Goa,471165,,
13-02-2021,Gujarat,11246954,,
13-02-2021,Haryana,5439747,5166699,
13-02-2021,Himachal Pradesh,1010862,952567,
13-02-2021,Jammu and Kashmir,4822635,4697367,
13-02-2021,Jharkhand,5344419,5225136,119283
13-02-2021,Karnataka,17895155,,
